val_original/ILSVRC2012_val_00015059.JPEG 116,444,307,13
train/n02480495/n02480495_578.JPEG 40,63,294,300,85 85,152,164,240,85
train/n02480495/n02480495_22071.JPEG 1,1,499,373,85
train/n01498041/n01498041_7018.JPEG 1,245,228,445,2
train/n01498041/n01498041_1061.JPEG 224,58,497,135,2 19,83,378,260,2
train/n01498041/n01498041_8950.JPEG 216,78,499,190,2
train/n01498041/n01498041_13200.JPEG 1,1,499,374,2
val_original/ILSVRC2012_val_00027415.JPEG 149,18,499,200,2
train/n02398521/n02398521_29508.JPEG 13,66,499,307,74
train/n02398521/n02398521_28852.JPEG 226,137,305,185,74
train/n01873310/n01873310_25037.JPEG 18,144,390,212,36
train/n01873310/n01873310_3977.JPEG 100,129,433,371,36
train/n02086646/n02086646_4547.JPEG 145,19,499,226,48
train/n02085620/n02085620_5853.JPEG 288,91,401,283,48
train/n02086910/n02086910_14029.JPEG 49,9,289,236,48
train/n02085620/n02085620_4528.JPEG 40,30,295,498,48
train/n01756291/n01756291_10479.JPEG 2,1,638,478,25
train/n01756291/n01756291_9456.JPEG 1,1,59,54,25
val_original/ILSVRC2012_val_00012006.JPEG 0,143,480,294,25
train/n02011460/n02011460_8500.JPEG 36,32,92,116,42
train/n02437312/n02437312_4067.JPEG 20,157,237,492,78
train/n02437312/n02437312_49.JPEG 61,95,417,332,78
train/n02437312/n02437312_8920.JPEG 14,329,759,948,78
train/n02437312/n02437312_10087.JPEG 83,156,372,327,78
train/n02437312/n02437312_9968.JPEG 64,22,312,317,78
val_original/ILSVRC2012_val_00007140.JPEG 44,32,339,381,61
train/n02128757/n02128757_8736.JPEG 1,22,379,333,61
train/n02128757/n02128757_12611.JPEG 72,13,499,374,61
train/n02128757/n02128757_663.JPEG 177,55,407,343,61
train/n02128757/n02128757_5884.JPEG 1,123,331,498,61
train/n02128757/n02128757_14906.JPEG 1,15,464,331,61
train/n02128757/n02128757_5931.JPEG 90,8,494,350,61
train/n02116738/n02116738_6595.JPEG 25,158,327,427,54
train/n02116738/n02116738_7578.JPEG 3,1,497,366,54
train/n02116738/n02116738_15813.JPEG 85,14,426,261,54
train/n01498041/n01498041_13812.JPEG 387,124,499,272,2 212,39,381,104,2 229,117,366,172,2
train/n01498041/n01498041_5903.JPEG 148,15,382,198,2
train/n01498041/n01498041_1233.JPEG 114,196,364,308,2
train/n01498041/n01498041_5429.JPEG 5,65,373,498,2
train/n01498041/n01498041_13056.JPEG 243,203,499,314,2
train/n02607072/n02607072_2032.JPEG 119,141,196,249,98
val_original/ILSVRC2012_val_00024315.JPEG 69,118,239,290,98
train/n02489166/n02489166_4010.JPEG 39,57,107,143,90
train/n02489166/n02489166_10722.JPEG 132,82,262,210,90 139,54,196,134,90
train/n02489166/n02489166_5120.JPEG 24,104,850,1011,90
train/n02489166/n02489166_11670.JPEG 1,92,305,498,90
train/n02489166/n02489166_1539.JPEG 28,84,455,698,90
train/n02489166/n02489166_4113.JPEG 2,19,419,383,90
train/n01843383/n01843383_9025.JPEG 1,165,339,452,32
train/n01843383/n01843383_7217.JPEG 15,68,427,343,32
train/n01843383/n01843383_5174.JPEG 95,67,268,463,32
train/n01843383/n01843383_252.JPEG 63,115,393,356,32
train/n01843383/n01843383_10844.JPEG 2,128,499,356,32
train/n01843383/n01843383_6898.JPEG 75,73,432,372,32
train/n01843383/n01843383_5198.JPEG 110,93,355,336,32
train/n01440764/n01440764_5345.JPEG 55,144,489,277,0
val_original/ILSVRC2012_val_00012503.JPEG 37,104,448,289,0
train/n01440764/n01440764_10667.JPEG 44,107,312,246,0
train/n01440764/n01440764_5628.JPEG 156,138,323,232,0 1,118,79,182,0
train/n01440764/n01440764_4360.JPEG 135,184,468,317,0
train/n01440764/n01440764_6751.JPEG 169,231,366,305,0
train/n01753488/n01753488_5753.JPEG 1,72,494,332,24
val_original/ILSVRC2012_val_00027790.JPEG 55,79,285,308,24
train/n01753488/n01753488_5045.JPEG 8,16,102,111,24
train/n01753488/n01753488_863.JPEG 1,95,484,322,24
train/n01704323/n01704323_1762.JPEG 122,181,317,450,19
train/n01498041/n01498041_3077.JPEG 66,27,331,370,2
train/n01498041/n01498041_9134.JPEG 78,69,499,320,2
train/n02134418/n02134418_499.JPEG 206,132,338,267,68
train/n02134418/n02134418_3355.JPEG 197,80,345,199,68
train/n02134418/n02134418_5452.JPEG 100,33,474,363,68
train/n02134418/n02134418_270.JPEG 50,66,377,447,68
train/n02526121/n02526121_7953.JPEG 103,14,326,317,97
train/n02526121/n02526121_4150.JPEG 1,36,466,271,97
train/n02526121/n02526121_10319.JPEG 194,60,436,267,97
train/n02526121/n02526121_5631.JPEG 1,85,284,338,97
train/n02009229/n02009229_2160.JPEG 137,64,272,290,41
train/n02009229/n02009229_5711.JPEG 71,185,167,271,41
train/n02009229/n02009229_1492.JPEG 95,82,373,351,41
train/n02009229/n02009229_6920.JPEG 55,81,332,315,41
train/n02009229/n02009229_6224.JPEG 220,127,479,339,41
train/n02488702/n02488702_2827.JPEG 1,92,331,460,89
train/n02488702/n02488702_4416.JPEG 146,75,266,413,89
train/n02488702/n02488702_6455.JPEG 38,38,73,62,89
train/n02488702/n02488702_117.JPEG 1,1,499,375,89
train/n02011460/n02011460_7351.JPEG 102,67,272,302,42
train/n02011460/n02011460_8731.JPEG 151,17,434,332,42
val_original/ILSVRC2012_val_00009894.JPEG 29,147,363,333,42
train/n02011460/n02011460_1499.JPEG 85,130,429,361,42
train/n02011460/n02011460_1059.JPEG 27,69,478,298,42
train/n02011460/n02011460_3496.JPEG 140,136,379,312,42
train/n02011460/n02011460_7885.JPEG 98,36,373,301,42
train/n02051845/n02051845_3136.JPEG 1,46,374,498,46
train/n02051845/n02051845_736.JPEG 140,224,284,318,46
train/n02051845/n02051845_6785.JPEG 151,60,433,309,46
train/n02051845/n02051845_21230.JPEG 226,29,467,360,46 54,18,222,371,46
val_original/ILSVRC2012_val_00018656.JPEG 42,27,478,326,46
train/n02051845/n02051845_3634.JPEG 33,23,461,210,46
train/n02051845/n02051845_3152.JPEG 183,14,388,374,46
train/n02051845/n02051845_13320.JPEG 87,90,280,357,46
train/n01728572/n01728572_6924.JPEG 32,16,171,129,20
train/n01728572/n01728572_17552.JPEG 27,246,296,386,20
train/n01728572/n01728572_3418.JPEG 75,1,461,273,20
train/n01728572/n01728572_7044.JPEG 120,94,379,205,20
train/n02643566/n02643566_2313.JPEG 83,9,378,268,99
train/n02643566/n02643566_1580.JPEG 78,2,494,266,99
train/n02643566/n02643566_953.JPEG 14,16,420,372,99
val_original/ILSVRC2012_val_00029875.JPEG 174,112,303,226,45
train/n02037110/n02037110_12642.JPEG 104,79,347,273,45
train/n02127052/n02127052_856.JPEG 1,32,307,374,59
train/n02127052/n02127052_19058.JPEG 115,111,329,271,59
train/n02127052/n02127052_23237.JPEG 9,25,486,489,59
train/n02127052/n02127052_7056.JPEG 45,27,291,329,59
train/n02127052/n02127052_5572.JPEG 50,1,164,127,59
train/n02027492/n02027492_9037.JPEG 109,70,383,265,44
train/n02027492/n02027492_1880.JPEG 125,77,275,194,44
train/n02027492/n02027492_6184.JPEG 124,82,441,312,44
train/n02027492/n02027492_1402.JPEG 10,81,462,332,44
train/n02027492/n02027492_3665.JPEG 134,97,344,209,44
train/n01560419/n01560419_1928.JPEG 206,31,311,312,5
train/n01560419/n01560419_7665.JPEG 172,110,384,331,5
train/n01560419/n01560419_7750.JPEG 43,26,353,467,5
train/n01560419/n01560419_3649.JPEG 99,147,297,280,5
train/n01560419/n01560419_462.JPEG 158,11,324,311,5
train/n01735189/n01735189_4406.JPEG 15,47,463,333,22
train/n01735189/n01735189_12525.JPEG 1,32,499,332,22
train/n01735189/n01735189_9535.JPEG 102,99,499,207,22
train/n02027492/n02027492_1603.JPEG 105,88,411,276,44
train/n02027492/n02027492_3576.JPEG 49,99,356,286,44
train/n02027492/n02027492_525.JPEG 143,103,467,325,44
train/n02138441/n02138441_4929.JPEG 63,33,165,280,70
train/n02138441/n02138441_1919.JPEG 221,128,309,241,70
train/n02138441/n02138441_5326.JPEG 52,74,257,327,70
train/n02138441/n02138441_1676.JPEG 69,66,463,459,70
train/n02454379/n02454379_1060.JPEG 66,105,350,258,83
train/n02454379/n02454379_932.JPEG 17,47,498,348,83
train/n02454379/n02454379_3491.JPEG 30,160,344,298,83
train/n02454379/n02454379_8237.JPEG 198,53,496,252,83
train/n01728572/n01728572_9031.JPEG 76,17,498,316,20
train/n01728572/n01728572_3087.JPEG 21,11,410,308,20
train/n01728572/n01728572_654.JPEG 67,37,494,379,20
train/n02130308/n02130308_21533.JPEG 326,33,471,283,65 27,52,264,284,65
train/n02130308/n02130308_1750.JPEG 122,32,352,498,65
train/n02130308/n02130308_13429.JPEG 1,161,351,333,65
train/n02130308/n02130308_4961.JPEG 1,65,482,498,65
train/n02130308/n02130308_19825.JPEG 42,8,472,498,65
train/n02130308/n02130308_11169.JPEG 53,76,411,278,65
train/n02441942/n02441942_7029.JPEG 1,18,511,467,80
train/n02441942/n02441942_2616.JPEG 35,60,463,313,80
train/n02441942/n02441942_12878.JPEG 198,31,424,216,80
train/n02441942/n02441942_7263.JPEG 170,151,257,347,80
train/n02441942/n02441942_8176.JPEG 59,29,115,122,80
train/n02441942/n02441942_11033.JPEG 22,81,371,332,80
train/n02133161/n02133161_1693.JPEG 87,88,285,436,67
val_original/ILSVRC2012_val_00038918.JPEG 1,2,414,374,67
train/n02457408/n02457408_10241.JPEG 178,116,309,256,84
train/n02457408/n02457408_9294.JPEG 108,26,309,378,84
train/n02457408/n02457408_12460.JPEG 1,7,352,297,84
train/n02457408/n02457408_9632.JPEG 1,1,473,386,84
train/n02457408/n02457408_12208.JPEG 24,1,255,217,84
train/n01689811/n01689811_9734.JPEG 1,46,417,323,15
train/n01689811/n01689811_2693.JPEG 1,83,372,398,15
train/n01689811/n01689811_6790.JPEG 1,94,453,295,15
train/n01689811/n01689811_6226.JPEG 61,27,489,280,15
train/n02013706/n02013706_1474.JPEG 12,8,101,104,43
val_original/ILSVRC2012_val_00012475.JPEG 36,56,444,430,43
train/n02013706/n02013706_2167.JPEG 117,117,292,411,43
train/n02013706/n02013706_1509.JPEG 54,23,259,232,43
train/n02013706/n02013706_381.JPEG 98,117,431,322,43
val_original/ILSVRC2012_val_00016152.JPEG 52,68,272,498,43
train/n01704323/n01704323_777.JPEG 123,84,462,315,19
train/n01704323/n01704323_1403.JPEG 43,65,473,264,19
val_original/ILSVRC2012_val_00044692.JPEG 310,140,447,310,19 86,161,229,319,19 162,55,279,188,19
train/n01704323/n01704323_9.JPEG 198,1,498,279,19
train/n01704323/n01704323_549.JPEG 12,44,386,220,19
val_original/ILSVRC2012_val_00010634.JPEG 39,26,440,366,19
train/n02328150/n02328150_6183.JPEG 29,63,744,579,71
train/n02328150/n02328150_11588.JPEG 140,48,499,241,71
val_original/ILSVRC2012_val_00049684.JPEG 8,211,172,391,71
train/n02328150/n02328150_9683.JPEG 1,28,363,441,71
train/n02328150/n02328150_2061.JPEG 30,21,486,378,71
train/n02328150/n02328150_7548.JPEG 321,81,499,254,71
train/n02492035/n02492035_604.JPEG 46,56,244,417,92
train/n02492035/n02492035_8313.JPEG 166,93,495,373,92
train/n02492035/n02492035_3858.JPEG 48,78,187,232,92
train/n02492035/n02492035_8926.JPEG 71,105,192,378,92
train/n02114367/n02114367_445.JPEG 124,162,409,281,53
train/n02114367/n02114367_15604.JPEG 166,50,497,342,53
train/n02114367/n02114367_14644.JPEG 1,42,427,369,53
train/n02114367/n02114367_17579.JPEG 1,1,163,179,53
train/n02114367/n02114367_5739.JPEG 23,19,248,379,53
train/n02504013/n02504013_7127.JPEG 3,1,477,429,95
train/n02410509/n02410509_1520.JPEG 26,26,165,185,76
train/n02410509/n02410509_834.JPEG 1,2,432,498,76
train/n02410509/n02410509_307.JPEG 1,43,439,332,76
val_original/ILSVRC2012_val_00039117.JPEG 0,27,332,497,76
train/n02410509/n02410509_6047.JPEG 22,24,458,328,76
train/n02410509/n02410509_932.JPEG 106,147,277,232,76
train/n01877812/n01877812_9876.JPEG 52,21,331,498,37
train/n01877812/n01877812_12078.JPEG 98,21,413,350,37
train/n01877812/n01877812_8660.JPEG 155,128,398,286,37
train/n01877812/n01877812_9737.JPEG 113,86,370,280,37
train/n01877812/n01877812_11856.JPEG 176,37,493,365,37
train/n01877812/n01877812_4385.JPEG 1,130,321,455,37
train/n01877812/n01877812_3639.JPEG 112,90,303,191,37
train/n01877812/n01877812_10199.JPEG 291,75,373,123,37
train/n02110806/n02110806_3702.JPEG 175,46,393,327,50
train/n02110806/n02110806_17701.JPEG 325,51,421,172,50 147,50,249,150,50 33,71,126,174,50 77,53,172,142,50
train/n02110806/n02110806_13392.JPEG 14,1,351,277,50
train/n02110806/n02110806_4395.JPEG 59,14,415,331,50
train/n02110806/n02110806_22599.JPEG 50,17,212,181,50
train/n02110806/n02110806_24451.JPEG 44,160,216,282,50
val_original/ILSVRC2012_val_00036500.JPEG 155,255,289,485,40 325,47,401,217,40 5,57,75,200,40
train/n02007558/n02007558_9436.JPEG 57,135,220,302,40 60,45,209,197,40
val_original/ILSVRC2012_val_00047041.JPEG 0,16,393,498,40
train/n02007558/n02007558_6760.JPEG 1,53,303,495,40
train/n02007558/n02007558_394.JPEG 157,57,297,324,40
train/n01560419/n01560419_2267.JPEG 188,56,404,320,5
train/n01560419/n01560419_3116.JPEG 180,26,322,320,5
train/n01560419/n01560419_129.JPEG 279,29,483,401,5
train/n01560419/n01560419_5827.JPEG 197,94,314,256,5
train/n01560419/n01560419_4073.JPEG 173,70,365,305,5
train/n01560419/n01560419_420.JPEG 227,56,352,358,5
train/n02013706/n02013706_2482.JPEG 132,85,356,499,43
train/n02013706/n02013706_4200.JPEG 88,85,366,406,43
train/n02013706/n02013706_2144.JPEG 78,52,380,462,43
train/n02013706/n02013706_415.JPEG 132,39,304,334,43
train/n02013706/n02013706_2784.JPEG 63,48,498,333,43
train/n02013706/n02013706_2942.JPEG 103,77,229,422,43
train/n02013706/n02013706_70.JPEG 149,35,469,404,43
train/n02488702/n02488702_2874.JPEG 52,27,140,150,89
train/n02488702/n02488702_1290.JPEG 240,157,311,339,89
train/n02488702/n02488702_509.JPEG 68,42,185,159,89
train/n02009229/n02009229_4112.JPEG 212,62,431,317,41
train/n02009229/n02009229_6068.JPEG 146,20,497,332,41
train/n02009229/n02009229_4582.JPEG 137,60,222,332,41
train/n02009229/n02009229_1310.JPEG 208,81,475,296,41
train/n02009229/n02009229_2096.JPEG 158,124,280,225,41
train/n02490219/n02490219_1293.JPEG 2,20,82,128,91
train/n02490219/n02490219_3160.JPEG 23,10,189,201,91
train/n02490219/n02490219_5181.JPEG 167,74,334,328,91
train/n02490219/n02490219_6706.JPEG 113,73,392,456,91
train/n02490219/n02490219_339.JPEG 9,28,215,261,91
train/n02497673/n02497673_4937.JPEG 154,125,341,360,94
train/n02497673/n02497673_731.JPEG 1,98,329,333,94
train/n02607072/n02607072_1684.JPEG 69,96,185,194,98 274,141,410,256,98
train/n02607072/n02607072_5945.JPEG 330,82,412,206,98 332,221,432,312,98
train/n02607072/n02607072_5543.JPEG 125,74,416,362,98
train/n02607072/n02607072_1435.JPEG 161,288,247,375,98 154,112,296,180,98
train/n02111129/n02111129_6114.JPEG 12,31,482,327,51
train/n02111129/n02111129_1501.JPEG 90,21,428,332,51
train/n02111129/n02111129_4801.JPEG 74,15,167,242,51
train/n02111129/n02111129_6119.JPEG 72,22,397,323,51
train/n01833805/n01833805_7496.JPEG 159,125,252,204,30
val_original/ILSVRC2012_val_00029571.JPEG 191,175,337,298,30
val_original/ILSVRC2012_val_00038443.JPEG 123,56,435,430,30
train/n01833805/n01833805_4825.JPEG 41,92,476,433,30
train/n02607072/n02607072_98.JPEG 172,62,367,249,98
train/n02607072/n02607072_2759.JPEG 96,70,231,230,98
train/n02607072/n02607072_10045.JPEG 305,159,430,225,98 234,38,266,69,98 168,191,255,239,98
train/n02113023/n02113023_3563.JPEG 88,68,341,301,52
val_original/ILSVRC2012_val_00020211.JPEG 6,12,499,374,84
train/n02457408/n02457408_11903.JPEG 135,43,335,249,84
train/n02457408/n02457408_4768.JPEG 1,14,430,374,84
train/n02457408/n02457408_1111.JPEG 150,2,384,315,84
train/n02457408/n02457408_659.JPEG 163,84,499,374,84
train/n01756291/n01756291_5844.JPEG 1,13,305,243,25
train/n01756291/n01756291_6579.JPEG 19,46,402,314,25
train/n02132136/n02132136_1914.JPEG 66,51,348,264,66
train/n02132136/n02132136_10625.JPEG 9,10,58,51,66
train/n02132136/n02132136_7718.JPEG 32,22,249,279,66
train/n02132136/n02132136_803.JPEG 1,52,465,698,66
train/n02132136/n02132136_1350.JPEG 1,30,126,215,66
train/n02051845/n02051845_3934.JPEG 253,143,343,200,46
train/n02051845/n02051845_1208.JPEG 56,61,360,411,46
train/n02051845/n02051845_24880.JPEG 48,75,407,266,46
train/n02051845/n02051845_7965.JPEG 40,87,395,332,46
train/n02013706/n02013706_3243.JPEG 176,76,328,286,43
train/n02013706/n02013706_4337.JPEG 153,152,300,237,43
train/n02013706/n02013706_3476.JPEG 56,97,499,399,43
train/n02013706/n02013706_722.JPEG 22,16,62,62,43
train/n02013706/n02013706_972.JPEG 244,169,277,281,43
train/n02013706/n02013706_2274.JPEG 35,18,256,281,43
train/n02013706/n02013706_775.JPEG 85,28,398,455,43
train/n02013706/n02013706_3120.JPEG 83,34,424,280,43
train/n02110806/n02110806_3798.JPEG 80,52,162,155,50
train/n02110806/n02110806_5475.JPEG 1,198,370,497,50 1,121,292,321,50 48,40,168,175,50
train/n02110806/n02110806_7836.JPEG 125,340,531,814,50
train/n02110806/n02110806_3638.JPEG 138,22,327,498,50 41,68,177,462,50
val_original/ILSVRC2012_val_00020392.JPEG 0,0,499,399,50
train/n02110806/n02110806_12423.JPEG 27,65,666,374,50
train/n02113023/n02113023_3057.JPEG 225,75,338,208,52 139,34,227,216,52 78,45,161,197,52
train/n02113023/n02113023_597.JPEG 104,80,475,296,52
train/n02113186/n02113186_14680.JPEG 30,202,191,362,52
val_original/ILSVRC2012_val_00015568.JPEG 201,85,339,251,13
val_original/ILSVRC2012_val_00031179.JPEG 141,154,369,355,13
train/n01665541/n01665541_1808.JPEG 1,73,485,374,13
train/n01665541/n01665541_1615.JPEG 55,1,448,303,13
train/n02454379/n02454379_8088.JPEG 17,20,249,162,83
train/n02454379/n02454379_5433.JPEG 63,152,381,276,83
train/n02454379/n02454379_114.JPEG 98,43,528,358,83
train/n02454379/n02454379_8026.JPEG 77,122,449,278,83
train/n02454379/n02454379_6480.JPEG 53,51,226,216,83
train/n02454379/n02454379_1015.JPEG 147,58,553,276,83
train/n01753488/n01753488_8835.JPEG 26,139,484,324,24
val_original/ILSVRC2012_val_00005479.JPEG 144,54,469,232,24
train/n01753488/n01753488_14231.JPEG 36,80,382,257,24
train/n01753488/n01753488_8033.JPEG 27,1,798,533,24
train/n01753488/n01753488_4236.JPEG 7,1,331,424,24
train/n01753488/n01753488_15366.JPEG 1,26,299,193,24
train/n01664065/n01664065_2443.JPEG 128,98,462,373,12
train/n01664065/n01664065_9138.JPEG 1,136,232,498,12
train/n01698640/n01698640_1680.JPEG 1,38,459,340,18
train/n01698640/n01698640_9673.JPEG 124,181,416,289,18
train/n01698640/n01698640_3046.JPEG 1,1,450,374,18
train/n01698640/n01698640_1568.JPEG 5,78,475,197,18
train/n02437616/n02437616_3374.JPEG 1,57,317,498,79
train/n02437616/n02437616_663.JPEG 1,1,376,380,79 285,114,468,350,79
train/n02437616/n02437616_1347.JPEG 93,34,695,531,79
val_original/ILSVRC2012_val_00044769.JPEG 0,16,322,333,79
train/n02437616/n02437616_6931.JPEG 67,1,315,299,79
train/n01601694/n01601694_1494.JPEG 113,61,285,447,8
val_original/ILSVRC2012_val_00008495.JPEG 145,80,304,322,8
train/n01601694/n01601694_10258.JPEG 157,79,468,228,8
train/n02492035/n02492035_326.JPEG 100,11,244,246,92
train/n02492035/n02492035_3572.JPEG 111,49,359,372,92
train/n02492035/n02492035_10785.JPEG 317,29,499,374,92 32,135,441,373,92
train/n02494079/n02494079_1865.JPEG 160,136,360,374,93
train/n02128757/n02128757_11791.JPEG 255,119,499,264,61
train/n02128757/n02128757_10035.JPEG 48,1,379,252,61
train/n02128757/n02128757_2053.JPEG 55,161,382,357,61
train/n02128757/n02128757_8699.JPEG 44,28,140,99,61
train/n01694178/n01694178_3609.JPEG 1,63,399,289,16
train/n02441942/n02441942_6889.JPEG 116,39,305,211,80
val_original/ILSVRC2012_val_00022832.JPEG 167,73,631,432,80
train/n02441942/n02441942_3961.JPEG 182,107,303,244,80
train/n02441942/n02441942_15885.JPEG 174,128,323,290,80
train/n02441942/n02441942_3325.JPEG 142,114,433,266,80
train/n02441942/n02441942_27327.JPEG 316,73,426,230,80 115,148,226,311,80
train/n01443537/n01443537_6949.JPEG 23,96,414,253,1
train/n01443537/n01443537_14043.JPEG 101,3,358,331,1
train/n01443537/n01443537_1743.JPEG 14,30,244,147,1
train/n01443537/n01443537_319.JPEG 152,135,368,256,1
train/n01443537/n01443537_443.JPEG 19,62,313,279,1
train/n01443537/n01443537_1306.JPEG 51,101,127,148,1 36,24,81,97,1
train/n02483362/n02483362_2361.JPEG 44,42,387,374,87
train/n02483362/n02483362_9492.JPEG 130,112,311,246,87
train/n02483362/n02483362_8626.JPEG 125,1,380,425,87
train/n02483362/n02483362_8248.JPEG 196,1,307,374,87
train/n02483362/n02483362_1381.JPEG 24,1,499,373,87
train/n02483362/n02483362_11790.JPEG 171,92,310,361,87
train/n02137549/n02137549_9076.JPEG 114,148,498,320,69
train/n02328150/n02328150_2462.JPEG 67,50,370,285,71
train/n02133161/n02133161_14705.JPEG 162,73,454,290,67
train/n02133161/n02133161_939.JPEG 102,215,319,323,67
train/n02133161/n02133161_10500.JPEG 9,10,192,151,67
train/n02133161/n02133161_1823.JPEG 174,109,402,299,67
train/n02133161/n02133161_1660.JPEG 96,132,372,374,67
train/n02119789/n02119789_15389.JPEG 46,157,209,437,56
train/n02119789/n02119789_2422.JPEG 168,179,318,288,56
train/n02119789/n02119789_10154.JPEG 2,55,417,490,56
train/n02119789/n02119789_15472.JPEG 1,53,658,1017,56
train/n02119789/n02119789_12458.JPEG 27,72,339,286,56 308,205,463,313,56
train/n01704323/n01704323_823.JPEG 1,1,398,212,19
train/n01704323/n01704323_495.JPEG 4,54,499,373,19
train/n01664065/n01664065_15698.JPEG 113,63,374,304,12
train/n01664065/n01664065_2058.JPEG 2,13,497,283,12
